assignment_id,feature_id,engineer_id,version,feature_name,group_id,lifecycle_status,progress_pct
A1605,F1605,E08,2025.44,Dashcam Update,7,released,100
A1606,F1606,E04,2025.44,Radio Traffic Announcements,5,released,100
A1607,F1607,E04,2025.44,Minor Update,3,released,100
A1608,F1608,E06,2025.44,Hebrew Language Added,6,released,100
A1609,F1609,E04,2025.44,Service Mode Improvements,3,released,100
A1610,F1610,E06,2025.44.25.1,Grok with Navigation Commands (Beta),6,released,100
A1611,F1611,E04,2025.44.25.1,Tesla Photobooth,5,released,100
A1612,F1612,E03,2025.44.25.1,Dog Mode Live Activity on iOS,2,released,100
A1613,F1613,E08,2025.44.25.1,Dashcam Viewer Update,7,released,100
A1614,F1614,E04,2025.44.25.1,Santa Mode Updates,5,released,100
A1615,F1615,E04,2025.44.25.1,Light Show Update,5,released,100
A1616,F1616,E04,2025.44.25.1,Paint Shop,5,released,100
A1617,F1617,E05,2025.44.25.1,Navigation Improvements,4,released,100
A1618,F1618,E05,2025.44.25.1,Automatic HOV Lanes Routing,4,released,100
A1619,F1619,E05,2025.44.25.1,Supercharger Site Maps,4,released,100
A1620,F1620,E04,2025.44.25.1,Phone Left On Wireless Charger,3,released,100
A1621,F1621,E04,2025.44.25.1,Phone Left Behind,3,released,100
A1622,F1622,E05,2025.44.25.1,Save Charge Limit by Location,4,released,100
A1623,F1623,E04,2025.44.25.1,SpaceX Docking Simulator,5,released,100
A1624,F1624,E04,2025.44.25.1,Minor Updates,3,released,100
A1625,F1625,E04,2025.44.25.1,New Wheel Options,3,released,100
A1626,F1626,E05,2025.44.25.1,Express Lanes,4,released,100
A1627,F1627,E05,2025.44.25.1,Supercharger Live Maps Shows Exact Models,4,released,100
A1628,F1628,E06,2025.44.25.1,Dashcam Viewer Zoom Support,6,released,100
A1629,F1629,E08,2025.44.25.1,Camera Visibility Warning Improvement,7,released,100
A1630,F1630,E05,2025.44.25.1,V4 Supercharger Visualization,4,released,100
A1631,F1631,E04,2025.44.25.1,Wrap & License Plate Icons,3,released,100
A1632,F1632,E04,2025.44.25.1,Car Wash Mode Notification,3,released,100
A1633,F1633,E04,2025.44.25.1,Parking Brake,3,released,100
A1634,F1634,E04,2025.44.25.1,Car Wash Mode Redesign,3,released,100
A1635,F1635,E06,2025.44.25.1,Switch to Bluetooth,6,released,100
A1636,F1636,E04,2025.44.25.1,New Visualizations With Unreal Engine,3,released,100
A1637,F1637,E08,2025.44.25.1,Air Suspension Controls,7,released,100
A1638,F1638,E04,2025.44.25.1,Boomerang Fu Game Removed,5,released,100
A1639,F1639,E05,2025.44.25.1,Favorites On Map,4,released,100
A1640,F1640,E08,2025.44.25.1,View Dashcam Storage,7,released,100
A1641,F1641,E08,2025.44.25.1,Dashcam Filters,7,released,100
A1642,F1642,E06,2025.44.25.1,Hebrew Language Added,6,released,100
A1643,F1643,E04,2025.44.25.1,Service Mode Improvements,3,released,100
A1644,F1644,E02,2025.44.25.5,FSD (Supervised) v14.2.1.25,1,released,100
A1645,F1645,E05,2025.44.25.5,Arrival Options,4,released,100
A1646,F1646,E01,2025.44.25.5,Speed Profiles,1,released,100
A1647,F1647,E04,2025.44.25.5,UI Improvements,3,released,100
A1648,F1648,E07,2025.44.25.5,Brake Confirm,2,released,100
A1649,F1649,E02,2025.44.25.5,Full Self-Driving (Supervised),1,released,100
A1650,F1650,E06,2025.44.25.5,Grok with Navigation Commands (Beta),6,released,100
A1651,F1651,E04,2025.44.25.5,Tesla Photobooth,5,released,100
A1652,F1652,E03,2025.44.25.5,Dog Mode Live Activity on iOS,2,released,100
A1653,F1653,E08,2025.44.25.5,Dashcam Viewer Update,7,released,100
A1654,F1654,E04,2025.44.25.5,Santa Mode Updates,5,released,100
A1655,F1655,E04,2025.44.25.5,Light Show Update,5,released,100
A1656,F1656,E04,2025.44.25.5,Paint Shop,5,released,100
A1657,F1657,E04,2025.44.25.5,Paint Shop Upgrade,5,released,100
A1658,F1658,E05,2025.44.25.5,Navigation Improvements,4,released,100
A1659,F1659,E05,2025.44.25.5,Automatic HOV Lanes Routing,4,released,100
A1660,F1660,E05,2025.44.25.5,Supercharger Site Maps,4,released,100
A1661,F1661,E04,2025.44.25.5,Phone Left On Wireless Charger,3,released,100
A1662,F1662,E04,2025.44.25.5,Phone Left Behind,3,released,100
A1663,F1663,E05,2025.44.25.5,Save Charge Limit by Location,4,released,100
A1664,F1664,E04,2025.44.25.5,SpaceX Docking Simulator,5,released,100
A1665,F1665,E04,2025.44.25.5,Minor Updates,3,released,100
A1666,F1666,E04,2025.44.25.5,New Wheel Options,3,released,100
A1667,F1667,E05,2025.44.25.5,Express Lanes,4,released,100
A1668,F1668,E05,2025.44.25.5,Supercharger Live Maps Shows Exact Models,4,released,100
A1669,F1669,E06,2025.44.25.5,Dashcam Viewer Zoom Support,6,released,100
A1670,F1670,E08,2025.44.25.5,Camera Visibility Warning Improvement,7,released,100
A1671,F1671,E05,2025.44.25.5,V4 Supercharger Visualization,4,released,100
A1672,F1672,E04,2025.44.25.5,Wrap & License Plate Icons,3,released,100
A1673,F1673,E04,2025.44.25.5,Car Wash Mode Notification,3,released,100
A1674,F1674,E04,2025.44.25.5,Parking Brake,3,released,100
A1675,F1675,E04,2025.44.25.5,Car Wash Mode Redesign,3,released,100
A1676,F1676,E06,2025.44.25.5,Switch to Bluetooth,6,released,100
A1677,F1677,E04,2025.44.25.5,New Visualizations With Unreal Engine,3,released,100
A1678,F1678,E08,2025.44.25.5,Air Suspension Controls,7,released,100
A1679,F1679,E04,2025.44.25.5,Boomerang Fu Game Removed,5,released,100
A1680,F1680,E05,2025.44.25.5,Favorites On Map,4,released,100
A1681,F1681,E08,2025.44.25.5,View Dashcam Storage,7,released,100
A1682,F1682,E08,2025.44.25.5,Dashcam Filters,7,released,100
A1683,F1683,E06,2025.44.25.5,Hebrew Language Added,6,released,100
A1684,F1684,E04,2025.44.25.5,Service Mode Improvements,3,released,100
A1685,F1685,E01,2025.8,Standard Ride & Handling in Autopilot,1,released,100
A1686,F1686,E02,2025.8,Steer-by-wire improvements,1,released,100
A1687,F1687,E08,2025.8,Adjust Ride Height via Tesla App,7,released,100
A1688,F1688,E04,2025.8,Minor Updates,3,released,100
A1689,F1689,E05,2025.8,New Map Icons,4,released,100
A1690,F1690,E04,2025.8,Additional Tool Tips,3,released,100
A1691,F1691,E05,2025.8,Destination Charging,4,released,100
A1692,F1692,E05,2025.8,Navigation Improvements,4,released,100
A1693,F1693,E04,2025.8,Improved Rainbow Road,3,released,100
A1694,F1694,E04,2025.8,Service Mode Release Notes,3,released,100
A1695,F1695,E04,2025.8,Additional Transparency Effects,3,released,100
A1696,F1696,E04,2025.8,Card Transparency,3,released,100
A1697,F1697,E04,2025.8,Energy App,3,released,100
A1698,F1698,E06,2025.8,No Phone Key,6,released,100
A1699,F1699,E06,2025.8,Bluetooth Player,6,released,100
A1700,F1700,E04,2025.8,Trips & Odometer,3,released,100
A1701,F1701,E05,2025.8,Traffic Visualization,4,released,100
A1702,F1702,E04,2025.8.100,Minor Fixes,3,released,100
A1703,F1703,E07,2026.2,Child Left Alone Detection,2,released,100
A1704,F1704,E04,2026.2,Minor Fixes,3,released,100
A1705,F1705,E01,2026.2,Autopilot Name Changes,1,released,100
A1706,F1706,E05,2026.2,Maps Version,4,released,100
A1707,F1707,E05,2026.2,Supercharger Site Maps Expanded,4,released,100
A1708,F1708,E04,2026.2,Service Mode Improvements,3,released,100
A1709,F1709,E04,2026.2.3,Unlatching Charge Cable,3,released,100
A1710,F1710,E03,2026.2.3,Child Left Alone Detection,2,released,100
A1711,F1711,E04,2026.2.3,Minor Fixes,3,released,100
A1712,F1712,E02,2026.2.3,Autopilot Name Changes,1,released,100
A1713,F1713,E05,2026.2.3,Maps Version,4,released,100
A1714,F1714,E05,2026.2.3,Supercharger Site Maps Expanded,4,released,100
A1715,F1715,E04,2026.2.3,Service Mode Improvements,3,released,100
A1716,F1716,E06,2026.2.6,Grok with Navigation Commands (Beta),6,released,100
A1717,F1717,E04,2026.2.6,Unlatching Charge Cable,3,released,100
A1718,F1718,E07,2026.2.6,Child Left Alone Detection,2,released,100
A1719,F1719,E04,2026.2.6,Minor Fixes,3,released,100
A1720,F1720,E01,2026.2.6,Autopilot Name Changes,1,released,100
A1721,F1721,E05,2026.2.6,Maps Version,4,released,100
A1722,F1722,E05,2026.2.6,Supercharger Site Maps Expanded,4,released,100
A1723,F1723,E04,2026.2.6,Service Mode Improvements,3,released,100
A1724,F1724,E04,2026.2.6.1,Active Road Noise Reduction,3,released,100
A1725,F1725,E06,2026.2.6.1,Grok with Navigation Commands (Beta),6,released,100
A1726,F1726,E04,2026.2.6.1,Unlatching Charge Cable,3,released,100
A1727,F1727,E03,2026.2.6.1,Child Left Alone Detection,2,released,100
A1728,F1728,E04,2026.2.6.1,Minor Fixes,3,released,100
A1729,F1729,E02,2026.2.6.1,Autopilot Name Changes,1,released,100
A1730,F1730,E05,2026.2.6.1,Maps Version,4,released,100
A1731,F1731,E05,2026.2.6.1,Supercharger Site Maps Expanded,4,released,100
A1732,F1732,E04,2026.2.6.1,Service Mode Improvements,3,released,100
A1733,F1733,E06,2026.2.6.5,Grok with Navigation Commands (Beta),6,released,100
A1734,F1734,E04,2026.2.6.5,Unlatching Charge Cable,3,released,100
A1735,F1735,E01,2026.2.6.5,FSD (Supervised) v13.2.9 Down Under,1,released,100
A1736,F1736,E02,2026.2.6.5,Full Self-Driving (Supervised) Down Under,1,released,100
A1737,F1737,E07,2026.2.6.5,Vision-Based Attention Monitoring,2,released,100
A1738,F1738,E03,2026.2.6.5,Child Left Alone Detection,2,released,100
A1739,F1739,E04,2026.2.6.5,Minor Fixes,3,released,100
A1740,F1740,E01,2026.2.6.5,Autopilot Name Changes,1,released,100
A1741,F1741,E05,2026.2.6.5,Maps Version,4,released,100
A1742,F1742,E05,2026.2.6.5,Supercharger Site Maps Expanded,4,released,100
A1743,F1743,E04,2026.2.6.5,Service Mode Improvements,3,released,100
A1744,F1744,E04,2026.2.9,Active Road Noise Reduction,3,released,100
A1745,F1745,E02,2026.2.9,Autopilot Naming Update,1,released,100
A1746,F1746,E01,2026.2.9,FSD (Supervised) v14.2.2.5,1,released,100
A1747,F1747,E05,2026.2.9,Arrival Options,4,released,100
A1748,F1748,E02,2026.2.9,Speed Profiles,1,released,100
A1749,F1749,E04,2026.2.9,UI Improvements,3,released,100
A1750,F1750,E07,2026.2.9,Brake Confirm,2,released,100
A1751,F1751,E01,2026.2.9,Full Self-Driving (Supervised),1,released,100
A1752,F1752,E06,2026.2.9,Grok with Navigation Commands (Beta),6,released,100
A1753,F1753,E04,2026.2.9,Unlatching Charge Cable,3,released,100
A1754,F1754,E03,2026.2.9,Child Left Alone Detection,2,released,100
A1755,F1755,E04,2026.2.9,Minor Fixes,3,released,100
A1756,F1756,E02,2026.2.9,Autopilot Name Changes,1,released,100
A1757,F1757,E05,2026.2.9,Maps Version,4,released,100
A1758,F1758,E05,2026.2.9,Supercharger Site Maps Expanded,4,released,100
A1759,F1759,E04,2026.2.9,Service Mode Improvements,3,released,100
A1760,F1760,E01,2026.8,Comfort Braking,1,released,100
A1761,F1761,E04,2026.8,Minor Updates,3,released,100
A1762,F1762,E04,2026.8,Minor Fixes,3,released,100
A1763,F1763,E08,2026.8,Dashcam Viewer Improvements,7,released,100
A1764,F1764,E04,2026.8,Driver Profile,3,released,100
A1765,F1765,E06,2026.8,Slovak Language Support,6,released,100
A1766,F1766,E04,2026.8,Service Mode Improvements,3,released,100
A1767,F1767,E02,2026.8.3,Comfort Braking,1,released,100
A1768,F1768,E04,2026.8.3,Minor Updates,3,released,100
A1769,F1769,E04,2026.8.3,Security Improvements,3,released,100
A1770,F1770,E04,2026.8.3,Minor Fixes,3,released,100
A1771,F1771,E08,2026.8.3,Dashcam Viewer Improvements,7,released,100
A1772,F1772,E04,2026.8.3,Driver Profile,3,released,100
A1773,F1773,E06,2026.8.3,Slovak Language Support,6,released,100
A1774,F1774,E04,2026.8.3,Service Mode Improvements,3,released,100
A1775,F1775,E01,2026.8.6,Comfort Braking,1,release_complete,100
A1776,F1776,E04,2026.8.6,Minor Updates,3,release_complete,100
A1777,F1777,E04,2026.8.6,Security Improvements,3,release_complete,100
A1778,F1778,E04,2026.8.6,Minor Fixes,3,release_complete,100
A1779,F1779,E08,2026.8.6,Dashcam Viewer Improvements,7,release_complete,100
A1780,F1780,E04,2026.8.6,Driver Profile,3,release_complete,100
A1781,F1781,E06,2026.8.6,Slovak Language Support,6,release_complete,100
A1782,F1782,E04,2026.8.6,Service Mode Improvements,3,release_complete,100
